,70<=BG<=180,BG>180,BG<70,BG>250,BG<50,LBGI,HBGI,Risk Index
adult#001,62.99376299376299,31.185031185031185,5.8212058212058215,0.0,0.0,0.04681098209432374,4.144291473088967,4.191102455183291
